,id,fecha,pais_de_residencia,provincia_de_espana,situacion_en_espana,profesion,autonomia_economica,coche_propio,carnet_coche,mascota,presupuesto_alquiler,primera_segunda_vivienda,zona_interes,predisposicion_pueblo,numero_familiares,sector_servicios,sector_industria,sector_construccion,sector_agricultura_ganaderia_pesca,sector_otros,prov_norte,prov_sur,prov_este,prov_centro,prov_madrid,prov_fuera_espana
5322,U-005984,2021-11-08,España,Cádiz,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0,1,0,0,0,0
5323,U-005985,2021-11-08,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Arquitecto,3 meses,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,4,0,0,1,0,0,0,0,0,0,1,0
5324,U-005986,2021-11-08,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,1 año,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,4,0,0,0,0,0,0,0,0,0,1,0
5325,U-005987,2021-11-08,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,4,0,0,0,0,0,0,0,0,0,1,0
5326,U-005988,2021-11-08,España,Ciudad Real,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Encargado,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses,4,0,0,0,0,0,0,0,0,1,0,0
5327,U-005989,2021-11-08,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Guía turístico,Más de 1 año,Si,Si,No,Hasta 600€,Primera residencia,Indiferente,3 meses,2,0,0,0,0,0,0,0,1,0,0,0
5328,U-005990,2021-11-08,España,Málaga,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Estudiante,6 meses,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,1,0,1,0,0,0,0
5329,U-005991,2021-11-08,España,Asturias,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero,3 meses,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,1,0,1,0,0,0,1,0,0,0,0,0
5330,U-005992,2021-11-08,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Fisioterapeuta,3 meses,No,Si,No,Hasta 600€,Primera residencia,Indiferente,3 meses,1,1,0,0,0,0,0,0,0,0,0,1
5331,U-005993,2021-11-08,España,Alicante,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mantenimiento,Más de 1 año,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,1,1,0,0,0,0,0,0,1,0,0,0
5332,U-005994,2021-11-08,España,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero Técnico Agrícola,3 meses,No,No,No,Hasta 450€,Primera residencia,Indiferente,6 meses,2,0,0,0,1,0,0,0,1,0,0,0
5333,U-005995,2021-11-08,España,Salamanca,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,3 meses,No,Si,Si,Hasta 450€,Primera residencia,Pueblos de Palencia,6 meses,2,0,0,0,0,0,0,0,0,1,0,0
5334,U-005996,2021-11-09,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Economista,6 meses,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,2,1,0,0,0,0,0,0,0,0,1,0
5335,U-005997,2021-11-09,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Electricista,3 meses,No,Si,No,Hasta 600€,Primera residencia,Indiferente,1 mes,3,0,0,1,0,0,0,0,0,0,0,1
5336,U-005998,2021-11-09,España,Ninguna,No estoy en ninguna de esas situaciones,Recepcionista,3 meses,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Burgos,Aún me lo estoy pensando,3,1,0,0,0,0,0,0,0,0,0,1
5337,U-005999,2021-11-09,España,Murcia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Carnicero,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,5,0,0,0,0,0,0,0,1,0,0,0
5338,U-006000,2021-11-09,España,Huelva,No estoy en ninguna de esas situaciones,Compositor,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Jaén,6 meses,2,1,0,0,0,0,0,1,0,0,0,0
5339,U-006001,2021-11-09,España,Burgos,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Fisioterapeuta,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,Aún me lo estoy pensando,2,1,0,0,0,0,0,0,0,1,0,0
5340,U-006002,2021-11-09,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Consultor,1 año,No,Si,Si,Más de 600€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0,0,1,0,0,0
5341,U-006003,2021-11-09,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Enfermera responsable de cuidados generales,3 meses,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,5,0,0,0,0,0,0,0,0,0,0,1
5342,U-006004,2021-11-10,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Administrativo,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses,4,0,0,0,0,0,0,0,0,0,0,1
5343,U-006005,2021-11-10,Otro,Ninguna,No estoy en ninguna de esas situaciones,Otro,1 año,No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0,0,0,0,0,1
5344,U-006007,2021-11-10,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Atención al cliente,6 meses,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,0,0,0,0,0,0,0,1
5345,U-006008,2021-11-10,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Artes visuales,Más de 1 año,No,Si,No,Hasta 300€,Segunda residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,0,0,0,0,0,1,0
5346,U-006009,2021-11-10,España,Toledo,No estoy en ninguna de esas situaciones,Peón,Más de 1 año,No,No,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,4,0,0,0,0,0,0,0,0,1,0,0
5347,U-006010,2021-11-10,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Asesor,3 meses,No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,1,1,0,0,0,0,0,0,0,0,1,0
5348,U-006011,2021-11-10,España,Madrid,No estoy en ninguna de esas situaciones,Carpintero Aluminio,Más de 1 año,No,No,No,Hasta 300€,Primera residencia,Indiferente,1 mes,4,0,0,1,0,0,0,0,0,0,1,0
5349,U-006012,2021-11-10,España,Ourense,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0,0,0,0,0,0
5350,U-006013,2021-11-10,España,Madrid,No estoy en ninguna de esas situaciones,Otro,1 año,Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes,3,0,0,0,0,0,0,0,0,0,1,0
5351,U-006014,2021-11-11,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Jardinero,1 año,No,No,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,2,1,0,0,0,0,0,0,0,0,1,0
5352,U-006015,2021-11-11,España,Madrid,No estoy en ninguna de esas situaciones,Jardinero,6 meses,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,1,1,0,0,0,0,0,0,0,0,1,0
5353,U-006016,2021-11-11,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro de Educación Primaria,3 meses,No,No,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,2,1,0,0,0,0,0,0,0,0,1,0
5354,U-006017,2021-11-11,España,Toledo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,3 meses,1,1,0,0,0,0,0,0,0,1,0,0
5355,U-006018,2021-11-11,España,Madrid,No estoy en ninguna de esas situaciones,Atención al cliente,3 meses,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,2,0,0,0,0,0,0,0,0,0,1,0
5356,U-006019,2021-11-11,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Vigilante,Más de 1 año,No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0,0,0,0,1,0
5357,U-006020,2021-11-11,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,3 meses,Si,Si,No,Hasta 300€,Segunda residencia,Indiferente,3 meses,4,0,0,1,0,0,0,0,0,0,1,0
5358,U-006021,2021-11-11,España,Madrid,No estoy en ninguna de esas situaciones,Operario,1 año,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,1,0,0,0,0,0,0,1,0
5359,U-006022,2021-11-11,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Veterinario,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,1,1,0,0,0,0,0,0,0,0,0,1
5360,U-006023,2021-11-11,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Contable,3 meses,Si,Si,No,Más de 600€,Primera residencia,Indiferente,6 meses,8,0,0,0,0,0,0,0,1,0,0,0
5361,U-006024,2021-11-11,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Informático,3 meses,No,Si,Si,Hasta 600€,Primera residencia,Indiferente,6 meses,3,1,0,0,0,0,0,0,0,0,0,1
5362,U-006025,2021-11-12,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Decorador,3 meses,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Burgos,3 meses,1,1,0,0,0,0,0,0,0,0,0,1
5363,U-006026,2021-11-12,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Artes visuales,1 año,Si,Si,No,Hasta 600€,Primera residencia,Indiferente,6 meses,3,0,0,0,0,0,0,0,0,0,1,0
5364,U-006027,2021-11-12,Otro,Ninguna,No estoy en ninguna de esas situaciones,Bombero forestal,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,3,0,0,0,0,1,0,0,0,0,0,1
5365,U-006028,2021-11-12,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,1,1,0,0,0,0,0,0,0,0,1,0
5366,U-006029,2021-11-12,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,Más de 1 año,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,3,1,0,0,0,0,0,0,0,0,1,0
5367,U-006030,2021-11-12,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Contable,1 año,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses,3,0,0,0,0,0,0,0,0,0,0,1
5368,U-006031,2021-11-12,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Fotógrafo,3 meses,No,Si,No,Hasta 600€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0,0,0,0,0,1
5369,U-006032,2021-11-12,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Contable,Más de 1 año,No,No,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,2,0,0,0,0,0,0,0,0,0,0,1
5370,U-006033,2021-11-12,España,Valencia,No estoy en ninguna de esas situaciones,Otro,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0,0,1,0,0,0
5371,U-006034,2021-11-12,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,4,0,0,0,0,0,0,0,0,0,1,0
5372,U-006035,2021-11-12,España,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Limpieza,Más de 1 año,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0,0,0,0,0,1
5373,U-006036,2021-11-12,España,Baleares,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,1 año,No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,1,0,0,0,0,0,0,0,1,0,0,0
5374,U-006037,2021-11-12,España,Madrid,No estoy en ninguna de esas situaciones,Sanitario,3 meses,No,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,0,0,0,0,0,1,0
5375,U-006038,2021-11-12,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,0,1,0,0,0,0,0,1,0,0,0
5376,U-006039,2021-11-12,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,1 año,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses,4,0,0,0,0,0,0,0,0,0,1,0
5377,U-006040,2021-11-12,España,Sevilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ganadero,1 año,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,3,0,0,0,1,0,0,1,0,0,0,0
5378,U-006041,2021-11-13,España,Alicante,No estoy en ninguna de esas situaciones,Enfermera responsable de cuidados generales,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,7,0,0,0,0,0,0,0,1,0,0,0
5379,U-006043,2021-11-13,España,Madrid,No estoy en ninguna de esas situaciones,Conductor,Más de 1 año,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,2,1,0,0,0,0,0,0,0,0,1,0
5380,U-006044,2021-11-13,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,5,0,0,0,0,0,0,0,0,0,1,0
5381,U-006045,2021-11-13,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mecánico,6 meses,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,3,0,1,0,0,0,0,0,0,0,0,1
5382,U-006046,2021-11-13,España,Lérida,No estoy en ninguna de esas situaciones,Administrativo,6 meses,No,No,Si,Hasta 450€,Primera residencia,Pueblos de Zaragoza,6 meses,1,0,0,0,0,0,0,0,1,0,0,0
5383,U-006047,2021-11-13,España,Murcia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Zaragoza,Aún me lo estoy pensando,1,1,0,0,0,0,0,0,1,0,0,0
5384,U-006048,2021-11-13,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Transportista,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,0,0,0,0,1,0,0,0
5385,U-006049,2021-11-13,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Logopeda,6 meses,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0,0,0,0,1,0
5386,U-006050,2021-11-14,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Electricista,6 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,3 meses,4,0,0,1,0,0,0,0,0,0,0,1
5387,U-006051,2021-11-14,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,6 meses,Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses,3,0,1,0,0,0,0,0,0,0,1,0
5388,U-006052,2021-11-14,España,Zaragoza,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Joyero,1 año,No,Si,Si,Hasta 600€,Primera residencia,Pueblos de Zaragoza,Aún me lo estoy pensando,2,1,0,0,0,0,0,0,0,1,0,0
5389,U-006053,2021-11-14,España,Madrid,No estoy en ninguna de esas situaciones,Otro,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando,2,0,0,0,0,0,0,0,0,0,1,0
5390,U-006054,2021-11-14,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Sanitario,Más de 1 año,Si,Si,Si,Hasta 600€,Primera residencia,Indiferente,3 meses,2,0,0,0,0,0,0,0,0,0,1,0
5391,U-006055,2021-11-14,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Fontanero,Más de 1 año,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,3,0,0,1,0,0,0,0,0,0,1,0
5392,U-006056,2021-11-14,España,A Coruña,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Sanitario,3 meses,No,No,No,Hasta 300€,Primera residencia,Indiferente,1 mes,2,0,0,0,0,0,1,0,0,0,0,0
5393,U-006057,2021-11-14,Otro,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Trabajo de campo,Más de 1 año,No,Si,No,Hasta 300€,Segunda residencia,Sierra norte de Madrid,Aún me lo estoy pensando,1,0,0,0,0,1,0,0,0,0,0,1
5394,U-006058,2021-11-14,España,Salamanca,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Diseñador grafico,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,2,1,0,0,0,0,0,0,0,1,0,0
5395,U-006059,2021-11-14,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,6 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,3 meses,3,1,0,0,0,0,0,0,0,0,1,0
5396,U-006060,2021-11-14,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Marketing y publicidad,3 meses,No,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,1,1,0,0,0,0,0,0,0,0,0,1
5397,U-006061,2021-11-14,España,Baleares,No estoy en ninguna de esas situaciones,Administrativo,1 año,No,Si,No,Hasta 600€,Primera residencia,Indiferente,3 meses,1,0,0,0,0,0,0,0,1,0,0,0
5398,U-006062,2021-11-15,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Ingeniero,1 año,No,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,3,0,1,0,0,0,0,0,0,0,0,1
5399,U-006063,2021-11-15,España,Baleares,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pastelero,6 meses,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,3,1,0,0,0,0,0,0,1,0,0,0
5400,U-006064,2021-11-15,España,Málaga,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0,1,0,0,0,0
5401,U-006065,2021-11-15,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,3 meses,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,3 meses,4,1,0,0,0,0,0,0,1,0,0,0
5402,U-006066,2021-11-15,España,Badajoz,No estoy en ninguna de esas situaciones,Albañil,Más de 1 año,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,1,0,0,0,0,0,1,0,0
5403,U-006067,2021-11-15,España,Sevilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Investigador,3 meses,Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Jaén,3 meses,4,0,0,0,0,1,0,1,0,0,0,0
5404,U-006068,2021-11-15,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Investigador,3 meses,No,Si,Si,Hasta 450€,Primera residencia,Indiferente,1 mes,2,0,0,0,0,1,0,0,0,0,1,0
5405,U-006069,2021-11-15,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Contable,3 meses,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,0,0,0,0,0,0,1
5406,U-006070,2021-11-15,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,3 meses,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,5,0,0,0,0,0,0,0,0,0,1,0
5407,U-006071,2021-11-15,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,3 meses,No,No,No,Hasta 450€,Primera residencia,Pueblos de Segovia,6 meses,4,0,0,0,0,0,0,0,1,0,0,0
5408,U-006072,2021-11-15,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Autónomo,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,5,0,0,0,0,0,0,0,0,0,0,1
5409,U-006073,2021-11-15,España,Alicante,No estoy en ninguna de esas situaciones,Veterinario,3 meses,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,1,1,0,0,0,0,0,0,1,0,0,0
5410,U-006074,2021-11-15,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,1,0,0,0,0,0,0,0,1,0
5411,U-006075,2021-11-15,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Limpieza,3 meses,No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,2,0,0,0,0,0,0,0,0,0,1,0
5412,U-006076,2021-11-15,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,3,1,0,0,0,0,0,0,0,0,1,0
